filename,test-release,line_number,EP_prediction_result
wicket-extensions_src_main_java_org_apache_wicket_extensions_ajax_markup_html_modal_ModalWindow.java,wicket-1.5.3,1166,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,525,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,87,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,101,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,116,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,119,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,131,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,150,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,162,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,175,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,188,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,200,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,212,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,220,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,222,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,241,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,253,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,262,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,287,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,291,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,313,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,331,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,341,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,351,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,376,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,388,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,443,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,471,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,479,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,487,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,487,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,499,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,515,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,571,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,582,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,592,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,603,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,614,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,622,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,635,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,641,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,641,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,662,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,663,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,664,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,714,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,715,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,714,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,736,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,751,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,762,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,773,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,785,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,788,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,794,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,804,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,820,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,823,True
wicket-core_src_main_java_org_apache_wicket_protocol_http_mock_MockHttpServletResponse.java,wicket-1.5.3,828,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_BlobImageResource.java,wicket-1.5.3,47,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_BlobImageResource.java,wicket-1.5.3,49,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_BlobImageResource.java,wicket-1.5.3,57,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_WicketNamespaceHandler.java,wicket-1.5.3,80,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_WicketNamespaceHandler.java,wicket-1.5.3,104,True
wicket-core_src_main_java_org_apache_wicket_util_resource_UrlResourceStream.java,wicket-1.5.3,133,True
wicket-core_src_main_java_org_apache_wicket_util_resource_UrlResourceStream.java,wicket-1.5.3,135,True
wicket-core_src_main_java_org_apache_wicket_util_resource_UrlResourceStream.java,wicket-1.5.3,148,True
wicket-core_src_main_java_org_apache_wicket_util_resource_UrlResourceStream.java,wicket-1.5.3,150,True
wicket-core_src_main_java_org_apache_wicket_util_resource_UrlResourceStream.java,wicket-1.5.3,163,True
wicket-core_src_main_java_org_apache_wicket_util_resource_UrlResourceStream.java,wicket-1.5.3,239,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,60,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,89,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,89,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,119,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,119,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,135,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_RelativePathPrefixHandler.java,wicket-1.5.3,138,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_parameter_UrlPathPageParametersEncoder.java,wicket-1.5.3,46,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_parameter_UrlPathPageParametersEncoder.java,wicket-1.5.3,64,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_parameter_PageParametersEncoder.java,wicket-1.5.3,40,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_parameter_PageParametersEncoder.java,wicket-1.5.3,62,True
wicket-core_src_main_java_org_apache_wicket_request_resource_PackageResource.java,wicket-1.5.3,186,True
wicket-core_src_main_java_org_apache_wicket_request_resource_PackageResource.java,wicket-1.5.3,199,True
wicket-core_src_main_java_org_apache_wicket_request_resource_PackageResource.java,wicket-1.5.3,481,True
wicket-extensions_src_main_java_org_apache_wicket_extensions_markup_html_image_resource_ThumbnailImageResource.java,wicket-1.5.3,101,True
wicket-core_src_main_java_org_apache_wicket_resource_aggregation_AbstractResourceAggregatingHeaderResponse.java,wicket-1.5.3,124,True
wicket-core_src_main_java_org_apache_wicket_resource_aggregation_AbstractResourceAggregatingHeaderResponse.java,wicket-1.5.3,72,True
wicket-core_src_main_java_org_apache_wicket_resource_aggregation_AbstractResourceAggregatingHeaderResponse.java,wicket-1.5.3,114,True
wicket-core_src_main_java_org_apache_wicket_resource_aggregation_AbstractResourceAggregatingHeaderResponse.java,wicket-1.5.3,117,True
wicket-core_src_main_java_org_apache_wicket_resource_aggregation_AbstractResourceAggregatingHeaderResponse.java,wicket-1.5.3,124,True
wicket-core_src_main_java_org_apache_wicket_serialize_java_JavaSerializer.java,wicket-1.5.3,60,True
wicket-core_src_main_java_org_apache_wicket_serialize_java_JavaSerializer.java,wicket-1.5.3,67,True
wicket-core_src_main_java_org_apache_wicket_serialize_java_JavaSerializer.java,wicket-1.5.3,100,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_WicketTagIdentifier.java,wicket-1.5.3,123,True
wicket-core_src_main_java_org_apache_wicket_markup_parser_filter_WicketTagIdentifier.java,wicket-1.5.3,140,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,245,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,295,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,303,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,316,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,324,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,489,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_RadioChoice.java,wicket-1.5.3,490,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1056,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,675,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,156,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,181,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,199,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,207,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,386,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,422,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,434,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,570,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,670,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,848,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,866,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,878,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,904,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,972,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,987,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1035,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1083,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1184,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1233,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1245,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1325,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1326,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1362,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1381,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1407,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1429,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1547,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1609,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1610,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1609,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1662,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1699,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1810,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1876,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1920,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1941,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1949,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1949,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1974,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Form.java,wicket-1.5.3,1987,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_CombinedRequestParametersAdapter.java,wicket-1.5.3,40,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_CombinedRequestParametersAdapter.java,wicket-1.5.3,54,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_CombinedRequestParametersAdapter.java,wicket-1.5.3,67,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_CombinedRequestParametersAdapter.java,wicket-1.5.3,83,True
wicket-core_src_main_java_org_apache_wicket_markup_html_panel_FeedbackPanel.java,wicket-1.5.3,111,True
wicket-core_src_main_java_org_apache_wicket_markup_html_panel_FeedbackPanel.java,wicket-1.5.3,112,True
wicket-core_src_main_java_org_apache_wicket_markup_html_panel_FeedbackPanel.java,wicket-1.5.3,183,True
wicket-core_src_main_java_org_apache_wicket_markup_html_panel_FeedbackPanel.java,wicket-1.5.3,191,True
wicket-core_src_main_java_org_apache_wicket_markup_html_panel_FeedbackPanel.java,wicket-1.5.3,199,True
wicket-core_src_main_java_org_apache_wicket_markup_html_panel_FeedbackPanel.java,wicket-1.5.3,230,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,57,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,89,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,98,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,112,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,116,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,149,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,152,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,170,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,180,True
wicket-request_src_main_java_org_apache_wicket_request_mapper_CompoundRequestMapper.java,wicket-1.5.3,185,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_UrlRequestParametersAdapter.java,wicket-1.5.3,44,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_UrlRequestParametersAdapter.java,wicket-1.5.3,56,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_UrlRequestParametersAdapter.java,wicket-1.5.3,69,True
wicket-request_src_main_java_org_apache_wicket_request_parameter_UrlRequestParametersAdapter.java,wicket-1.5.3,77,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1461,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,315,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,440,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,313,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,376,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,312,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,314,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,296,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,659,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,676,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,770,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,792,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,974,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1033,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1061,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1137,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1265,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1295,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1311,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1327,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1336,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1348,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1354,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1740,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1760,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1770,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1806,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1831,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1849,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1869,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1880,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1893,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1951,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,1959,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2010,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2065,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2550,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2715,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2725,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2802,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2827,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2881,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,2966,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3067,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3106,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3120,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3148,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3204,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3234,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3263,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3368,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3563,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3720,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3746,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,3986,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4030,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4048,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4084,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4125,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4250,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4277,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4346,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4373,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4374,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4392,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4398,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4403,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4428,True
wicket-core_src_main_java_org_apache_wicket_Component.java,wicket-1.5.3,4434,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,76,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,77,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,86,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,97,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,98,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,239,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,262,True
wicket-core_src_main_java_org_apache_wicket_markup_html_form_Check.java,wicket-1.5.3,283,True
wicket-core_src_main_java_org_apache_wicket_behavior_AbstractAjaxBehavior.java,wicket-1.5.3,41,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,192,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,205,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,218,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,227,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,235,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,243,True
wicket-core_src_main_java_org_apache_wicket_markup_html_image_resource_LocalizedImageResource.java,wicket-1.5.3,253,True
wicket-extensions_src_main_java_org_apache_wicket_extensions_markup_html_tree_table_MiddleColumnsView.java,wicket-1.5.3,66,True
wicket-extensions_src_main_java_org_apache_wicket_extensions_markup_html_tree_table_MiddleColumnsView.java,wicket-1.5.3,81,True
wicket-extensions_src_main_java_org_apache_wicket_extensions_markup_html_tree_table_MiddleColumnsView.java,wicket-1.5.3,108,True
wicket-extensions_src_main_java_org_apache_wicket_extensions_markup_html_tree_table_MiddleColumnsView.java,wicket-1.5.3,222,True
